# File Integrity Report
Generated: 2025-08-30T12:41:40.157191
Directory: /Users/qr-transfer/workspace/demo/poc_cc/ccparts
Total Files: 71
Total Size: 6.7MB
Errors: 0

# File Checksums (QR | MD5 | SHA256 | Size)
# Format: filename | qr_hash | md5 | sha256 | size_bytes
cc.7z.part061 | dzzekj | e08cc3a21544ab080036366920c0e021 | 4ceb8c10d84ddf25284a23b3b771dfcd62ffb11aa3ccacd988f08a7df215920d | 102400
cc.7z.part059 | sbvh7g | 7fbc52e3199f03e6a9be383aa93dc2bd | 3e2f43ed7f5a92c5b40f44e5f8954b6af67ce934b84965af89176be6ece5eb5a | 102400
cc.7z.part066 | ktf8i0 | 0c3c632c10552bf7fbd834a027585869 | 44a4dda1a16993f32062196329bca0c3d4958562f3a6de667f0e2f9aa8b4218a | 102400
cc.7z.part022 | 1mn0575 | 507a24a726499eac0748e6b2e4a40a9b | 0ec37c86f8c81ec6eabfe36ea09d7229aff687b03b64d93fc2e74e756a7528ac | 102400
cc.7z.part025 | 1gci28x | a1d779486644635559e276d2c59b7d33 | 3d5fee79540950d6f7f68ee171741ea446977e6e2047b6661634c6457ceaaf1e | 102400
cc.7z.part013 | d3mpys | 485b5e2d0b68017c0bf211f7bfc92e89 | 68952fb7fc2e4587d4caa311764ef68c4900c307d89ce8338a27662bc366f022 | 102400
cc.7z.part014 | bznxw9 | ea6c7851f2de820a41a5336dda443c84 | 93173e81350f73d3e1028514024a82e4066d43f24e66a5dd73ab4a28d5125108 | 102400
cc.7z.part040 | 1z08op7 | 0125b4d3bc34137b50942c54d221fbd7 | 9832b13ea679b5a65f83dd78670b9eba8933aca967ba130f43f8c8591b148866 | 102400
cc.7z.part047 | 1uyvhw9 | a948b0a8b27e3fc1c34811cbcb4284d5 | 17de66146aa2826d99747c92ece32f7813e1577b6576a6f285058a45eefc1812 | 102400
cc.7z.part049 | 1891x7e | 394a2936c6a383057337bebb24ec56f0 | 13b5cd1fc1bc6ecff7b78b022a7fb5bceed377de01c698e7ccb3f5cf4763c9f5 | 102400
cc.7z.part015 | 1umyg6n | 4083a253a9f0edb2cb8c7fcb576b7ca3 | aaac978a19ff2129190744794f0bc4366aaf5e728c61955c53e3a5752022c7b8 | 102400
cc.7z.part012 | sls75j | 66c7efc0cf59df755b31abfd98e4df90 | f4b7058bbdd538317e351cd10cb97b43245e5762e8aa32c30085f901ba552957 | 102400
cc.7z.part024 | 1yab4zo | d611d059747c9dbff240f9a29e8a140d | d72bace69c5536ea36640b3ae2cec28c43317da18202c06b03bc94bd3d9aaafc | 102400
cc.7z.part023 | nhhd6s | 6251b8541a169daa2153aebdcd91cf82 | 5cab4f82053c694fa80f9f481609bae174886b056dd2ed304316732890c52583 | 102400
cc.7z.part048 | 1tuvi5y | ee1d58f444cc82ea71997c65383deede | 6681008ba320065594576c5e44ffcde68f829cf36167b0d37d44733ce2dbd9d7 | 102400
cc.7z.part046 | yscdj | 53546db01bb7ad0e708c24e59a87d5d4 | ef982ec06cadef970b29ee160ee7430d50642bc37f0c7abe5e824b4460be83a5 | 102400
cc.7z.part041 | 1p7gnti | 8ef1d803f60023620f5f00a52cee9137 | 20724a0acefb2d32daee509e731138722e09c1ecc6a824c92faee06617004322 | 102400
cc.7z.part063 | 1px0w6f | 5ffed1c6b2b5319aebf80eabc75463e5 | 65ed00a79ce65d0ce041ecfe6047b6530245b1da4952c8114fc1623bee502e40 | 102400
cc.7z.part064 | e6279m | 0552299bb31692e52f6e2d1945aeeb39 | 595eb00ade2c6a0c47a24fe9ac82a1941c9d6f627069ceae911c7dc77190dd71 | 102400
cc.7z.part052 | 3sdvpp | d1e0eee673ae26a0d5df432127c448ab | 2208075d49a4db60daa19d7ec5297818eca435eb75ffb35d1759711f748a191f | 102400
cc.7z.part055 | 1gktly5 | 46b48622b701f603d6ef778c54949e68 | a08a4b735d79ab3db7103b4bd26801284fc095cb95df072cd42e0068a1d5a721 | 102400
cc.7z.part001 | 1rfuamk | b8130718ff4a72445aac5fbef87806ed | 9c8960d54f0185f35e73d02455cf223a6e49f9b252dd25eed1abbcb094e5ec25 | 102400
cc.7z.part006 | ef5kr5 | 30710829ecf15039107259b41ac16539 | 842f8736e0be91f66534fb8ffcd6fc879463646b2dd3f2aae3aa2199abbab960 | 102400
cc.7z.part039 | ts68j2 | dce9aad1c333ea50374025f7f63befa2 | e6f7d6b5cd7bab10b583bbf01febab6677ae72a0fb2c562db4074b0bfe764e86 | 102400
cc.7z.part030 | 6818pw | 6a77346157771c5820a1e49ce855e68a | 879941fb4247c29311b3623bfa2f6c8d1155fdc2d40782ab4d09a73accc57d75 | 102400
cc.7z.part037 | zpm77j | a79332a98a18aa8a8fb8ed34d7bd3d6f | 6fe60374c2e56e7123c1a968c5cb4ad53d0878d85b06cc2c2bd61a45078eb7e0 | 102400
cc.7z.part008 | 5slfc3 | 8b481d989cfdacf0150c1b7a2de11107 | 0640d6d80189fd53324bc45177a96b531bcad273ab466077c0356b3ec8a1002c | 102400
cc.7z.part054 | 1qxj74j | 9b6caa27b276e5ea35aa35c0bf88fb67 | abbae302d6f03bdd8b45304d961289384f0d0776f1d9e205ab8d4c5b1e9c1ce1 | 102400
cc.7z.part053 | 1i8otxt | 35bd89f9801cb99c6c8c8e1b648f940e | 2742eb189ab6fc1919fa42977b44b3a5e236bfde2302c81f668ec687b1829db8 | 102400
cc.7z.part065 | i5bfia | e5df069d5c8b7c5dbd65929a6830c307 | f805c3e15bdc39b0259d30b411903c9cbca09f41b9cb41b20493f74fb4e4829e | 102400
cc.7z.part062 | sqbus2 | ad3ead91dc3bae0aad719ffce068eb1b | f73f12b07135176cf9232ebce5a6f00ab5ec43c5d5f2f40774eaf2e4a880a1c3 | 102400
cc.7z.part036 | 1s4t0jy | a0e155bd494c7c940abd48a43f4e8a59 | 2c33eae580d0201bee69300b3948942a2e41ccdde287d1250be78a6bf1e3363b | 102400
cc.7z.part009 | 1yfb1yn | fd74173ac7770bfbb37e0a01e5982210 | 7c70a5929aaa7211843316572c45b09b896e8947e6e47347d1c9f24bf410998e | 102400
cc.7z.part031 | 1xe4z7 | ab6d0f7e62c5aa74a07212af1386e8d0 | a5bc4026248bc6698ea9c0e895b4fc1b9ab9a9f4c96c3a411345a62fdd5773c8 | 102400
cc.7z.part007 | 1pp2t4m | b48a9d630a07e93e58c1bfd53753bdcd | 9255eecb6b9de073e09bb08737e4d904b85accde60480e4a88c5d75e1d36b5d6 | 102400
cc.7z.part038 | 7te70j | e6efbd1289e5e66945232b481fe07568 | f0d44bf176a44c53d238cb8ac72b4a4b36c5d6bdad7f91c2da8f7b0a7cd1fff8 | 102400
cc.7z.part000 | 1f10kd1 | cb4d52b350d222ccfedbb2a3f9c43b40 | 6cea2c91546fb3fb507ab9b6d61ff85b1dd3271fa10eeab80d819cd877bea73c | 102400
